      1082.7780       143.3012       395.4705       988.5645
       969.2061      -143.3010      -395.4710      -388.5650
       500.9451       144.8935       -33.1748      -458.9490
      1024.3650      -630.1590      -108.6940       788.7914
      1027.6200       630.1585       108.6944      -188.7910
       211.7431      -142.6840        45.2811        64.8789
      1035.1021       419.7507       442.2169       825.5142
      1016.8820      -419.7510      -442.2170      -225.5140
       407.8642       149.0677      -229.3730      -270.7450
       711.6921       365.0708      -525.6510      -280.5410
      1340.2920      -365.0710       525.6511       880.5406
       230.6689       111.4174      -108.1460       104.3162
      1035.8530      -600.2310       -93.7044       828.0795
      1016.1320       600.2311        93.7044      -228.0790
       830.7775       753.9188        43.7404      -318.8540
       654.2963       298.7792       305.3659      -476.8330
      1397.6880      -298.7790      -305.3660      1076.8330
      1174.3680      -105.1500      -416.3530      1084.6740
       659.5184      -422.0170       167.3106      -458.9730
      1392.4659       422.0168      -167.3110      1058.9730
       914.0980        77.7405      -389.5370       812.1429
       900.6288      -700.1160       411.1895       365.6180
      1151.3550       700.1158      -411.1900       234.3820
       942.6956       752.6976      -544.9710        83.1317
      1051.1240      -517.8720       208.5991       880.3062
      1000.8610       517.8719      -208.5990      -280.3060
       637.9370       556.2492       149.8587      -238.4870
       727.8906      -178.2890       655.0816      -225.1420
      1324.0940       178.2891      -655.0820       825.1421
       388.2151      -149.3350      -331.7940        10.2701
       828.9133       578.1945      -565.7620       120.3529
      1223.0710      -578.1950       565.7621       479.6471
       593.6181      -459.9320       -38.3199       348.0799
       666.3071      -151.7460       461.3434      -435.7560
      1385.6770       151.7461      -461.3430      1035.7560
       555.0562      -188.6770      -419.8800       279.2352
       671.8131        48.0349       506.9335      -416.9260
      1380.1710       -48.0349      -506.9340      1016.9260
       489.5393       331.7872      -114.3110       313.4996
       683.6955      -554.6110         6.0874      -376.2880
      1368.2889       554.6104        -6.0874       976.2883
       173.6778       -89.4390        56.2944       -27.9051
       680.7449        56.7010      -541.0110      -386.3790
      1371.2400       -56.7011       541.0107       986.3795
       809.7734       333.4595       307.1315       657.2603
       724.9892       532.0165      -411.2120      -235.0650
      1326.9950      -532.0170       411.2122       835.0649
       275.4115      -110.1240      -194.9990        86.5040
       843.5924       748.7571      -322.0330       170.5548
      1208.3920      -748.7570       322.0328       429.4452
       351.1559      -231.0650      -226.3310        21.8356
       684.3346      -200.1050       519.7137      -374.1030
      1367.6500       200.1045      -519.7140       974.1026
       658.7073       114.3121        92.8503       627.6862
      1063.8380       454.2586       231.9427       923.7889
       988.1464      -454.2590      -231.9430      -323.7890
       317.2003       138.1556      -251.4430        -9.4104
       919.1027       377.5213       707.2076       428.7982
      1132.8820      -377.5210      -707.2080       171.2018
       434.9655      -411.9440       -25.6570        24.9462
       884.4073       -85.3099      -812.7080       310.1410
      1167.5770        85.3099       812.7080       289.8590
      1018.3830       141.5342       948.7261       314.2849
       678.0093       523.5500       103.7748      -395.7350
      1373.9750      -523.5500      -103.7750       995.7346
      1044.5670      -695.0850        58.0791       765.7592
       680.9652       510.7338      -189.5800      -385.6260
      1371.0190      -510.7340       189.5796       985.6258
      1216.5880      -614.3860       303.5766       996.1124
       666.3566      -306.6560      -376.8820      -435.5870
      1385.6281       306.6563       376.8823      1035.5870
       251.8614        82.4032      -181.2950        74.5589
       723.5538       658.9609       116.1737      -239.9740
      1328.4310      -658.9610      -116.1740       839.9738
       557.8257      -452.3080      -274.2830       114.6272
       964.1676        12.7606      -755.9400       582.9190
      1087.8170       -12.7606       755.9398        17.0810
       213.4044        79.3066      -110.1750        94.3211
       907.7338       676.6348       442.5991       389.9167
      1144.2510      -676.6350      -442.5990       210.0834
       959.9105      -847.5670      -401.0230       154.9922
       896.5867      -679.2890      -447.7250       351.7940
      1155.3979       679.2893       447.7251       248.2060
       774.2511       340.2238       575.5339       366.4101
      1010.2170      -534.1690       410.8323       740.4066
      1041.7670       534.1688      -410.8320      -140.4070
       750.7665       571.9609      -261.4150      -387.2420
       698.4766      -600.1700        57.8276      -325.7380
      1353.5081       600.1697       -57.8276       925.7375
       321.0675        66.0900      -275.1290        69.3077
      1034.2550      -406.4020      -457.8260       822.6178
      1017.7290       406.4023       457.8260      -222.6180
       358.1168       186.0511      -163.8880      -220.3550
       709.3478      -284.7300       566.2337      -288.5580
      1342.6360       284.7300      -566.2340       888.5580
       353.5787       318.9940       -58.2713        40.5983
       757.9109       100.1128       728.8276      -122.4740
      1294.0730      -100.1130      -728.8280       722.4734
       959.6636      -179.0880      -835.4690       415.5198
       671.4358      -423.0620      -280.5760      -418.2160
      1380.5480       423.0624       280.5756      1018.2160
      1234.9490       468.0786       413.5672      1056.7629
      1018.1930      -638.8570       144.9851       767.6860
      1033.7910       638.8572      -144.9850      -167.6860
       527.9458       218.9001      -426.8940      -174.2250
       768.5765       584.7205      -472.4400       -85.9975
      1283.4080      -584.7210       472.4397       685.9975
       214.8250       -78.0152        30.6009      -144.6030
       666.9515       320.0561       369.0581      -433.5520
      1385.0330      -320.0560      -369.0580      1033.5520
       185.4615        80.8241        98.1357         3.9911
       704.1204       -53.5893      -617.0850      -306.4360
      1347.8640        53.5893       617.0849       906.4359
       794.9724      -112.5790       674.5226       382.2429
       681.6885        -3.6047       547.4155      -383.1520
      1370.2960         3.6047      -547.4150       983.1522
      1188.0410       172.1378      -518.5900      1046.2590
       698.2919        37.5048       601.2248      -326.3690
      1353.6920       -37.5048      -601.2250       926.3690
       567.2554       245.6895      -446.5940       209.1706
      1032.9480       508.2458      -347.9740       818.1479
      1019.0360      -508.2460       347.9739      -218.1480
       595.7394      -118.4850       447.3853      -349.9950
       689.8733      -272.0890      -507.4810      -355.1600
      1362.1110       272.0890       507.4811       955.1603
       195.9592      -111.8790        68.4144       -54.6414
       760.9354       487.5725      -557.2300      -112.1300
      1291.0490      -487.5730       557.2304       712.1299
       649.7574       -27.8686       576.8356       265.4278
       954.1810       768.5546        20.6221       548.7649
      1097.8030      -768.5550       -20.6221        51.2351
       819.4899      -765.2770       257.3669        38.2033
      1014.7540       498.8188      -437.3440       755.9225
      1037.2300      -498.8190       437.3435      -155.9230
       772.8622      -559.3740       335.2806      -392.1570
       666.0302       101.6328       473.6460      -436.7030
      1385.9540      -101.6330      -473.6460      1036.7030
       278.5351       223.5537       -80.6033        53.7747
       891.4052       119.6354       806.5164       334.0731
      1160.5790      -119.6350      -806.5160       265.9269
       796.1057      -428.6700      -618.0920       223.0952
       687.8420        23.5448       568.5364      -362.1070
      1364.1420       -23.5448      -568.5360       962.1074
       877.2052      -123.1300      -695.3210       502.6333
       959.7576      -757.0220       -86.0055       567.8369
      1092.2271       757.0219        86.0055        32.1631
       787.6580       728.5316      -152.3900       219.5618
       694.1244      -376.9310      -453.3120      -340.6220
      1357.8600       376.9305       453.3123       940.6217
       460.5772      -223.3200       133.9788       355.0948
      1097.3960       326.8434        25.1888      1038.5570
       954.5883      -326.8430       -25.1888      -438.5570
       555.3810      -342.0250      -356.0160      -215.6450
      1018.5960       631.3870       170.9217       769.0624
      1033.3879      -631.3870      -170.9220      -169.0620
       779.6765      -761.3310        33.7982       -94.4022
       699.2054       213.1959      -566.3320      -323.2450
      1352.7791      -213.1960       566.3318       923.2448
       412.4984      -280.2520       -91.6871       254.9319
      1084.1121       -22.4665       412.6501       993.1245
       967.8727        22.4666      -412.6500      -393.1250
       565.7980       381.8307      -259.4380      -298.0060
       711.5850      -303.1500       563.3180      -280.9070
      1340.4000       303.1504      -563.3180       880.9073
      1193.9709       221.4750      -645.7670       970.1976
       728.2401       558.9124      -386.7570      -223.9470
      1323.7440      -558.9120       386.7574       823.9471
       412.4660      -115.0300      -215.5180       303.6960
       692.5357       388.3137      -436.8600      -346.0550
      1359.4490      -388.3140       436.8605       946.0552
       614.5282      -407.5820       -98.5376       428.4799
       714.2324      -558.6660       325.4217      -271.8530
      1337.7520       558.6662      -325.4220       871.8527
       672.0919        21.4764      -434.5170       494.1906
       677.9028       -25.7046      -532.7100      -396.0990
      1374.0820        25.7046       532.7099       996.0993
       828.3515       320.2185       526.6505       536.7017
       822.6392      -151.1890      -791.1260        98.8954
      1229.3450       151.1894       791.1256       501.1046
       544.5850      -290.6610       299.2528       322.9861
       742.1055      -702.1940       -90.9111      -176.5280
      1309.8790       702.1942        90.9111       776.5278
      1001.0460       767.7304       295.1899       554.3723
       791.3536      -757.8830      -183.2240        -8.1006
      1260.6310       757.8831       183.2244       608.1006
       337.3647        11.2093       299.0933        77.5602
      1074.8530      -242.3220      -392.3870       961.4594
       977.1316       242.3217       392.3870      -361.4590
       306.0320       204.3471      -182.6770       -17.6081
       682.8476      -548.3220        60.1959      -379.1880
      1369.1370       548.3216       -60.1959       979.1883
       597.2996       351.9207       318.8809       336.1796
       871.5062      -275.6900      -771.0610       266.0193
      1180.4780       275.6898       771.0610       333.9807
      1029.8010       376.3700       858.8854       403.6513
       786.0491       687.1431       356.0928       -26.2415
      1265.9351      -687.1430      -356.0930       626.2415
       848.2139      -277.0110      -424.2250       666.7446
      1089.1530        63.2715      -378.4110      1010.3660
       962.8314       -63.2716       378.4113      -410.3660
       452.7014      -396.0820       104.3810      -137.6430
      1046.4670       211.6768       533.7741       864.3810
      1005.5170      -211.6770      -533.7740      -264.3810
       806.4467      -337.0880      -683.6030      -226.2700
