-0.270511	0.117952	1.73213	1.76227
-0.327679	-0.985782	1.04915	1.48259
0.598166	0.867795	0.894312	1.48687
-0.333963	-0.939207	2.21716	2.43468
0.260425	0.631765	-0.0116926	0.696638
0.0735909	0.307418	1.47004	1.60034
-0.49547	-0.858889	1.07289	1.46714
0.335156	0.900697	0.512559	1.09751
0.160294	-0.0418581	2.09004	2.16699
-0.198976	-0.00584119	1.36172	1.3828
-0.261557	-0.540098	2.36848	2.44704
0.460502	0.545934	-0.0547087	0.901792
-0.467538	-0.462771	0.365579	0.764601
-0.378827	0.809521	2.40271	2.56711
0.846368	-0.346798	0.907178	1.3999
0.827807	0.185536	0.937578	1.2716
0.383265	-0.597704	0.990729	1.22634
-1.21105	0.412266	1.74716	2.23368
1.27692	-0.448932	1.8397	2.28797
-0.210876	-0.105242	0.477142	0.549024
-1.06605	0.554179	1.3586	1.8946
-0.277268	-0.400208	-0.239643	0.559188
-0.285902	0.39694	2.52676	2.57722
0.563064	0.00333046	1.38838	1.59524
0.467992	-0.355171	0.69962	0.923499
0.367465	-0.681521	0.463495	0.91244
-0.835529	1.03672	2.51238	2.8957
-0.598706	0.627476	1.6264	1.84813
-0.0986866	0.198943	-0.2004	0.328171
0.697459	-0.826422	2.24952	2.55536
0.21834	0.35459	-0.280604	0.519965
-0.190391	-0.466938	0.544046	0.753979
-0.028034	0.112351	3.41207	3.45771
0.439796	1.08514	2.62149	2.87427
-0.116874	-0.718676	0.282735	0.792661
-0.322941	-0.366487	0.77122	1.06467
-0.728029	-0.864608	1.76759	2.10242
0.695177	-0.0758792	0.635774	0.954702
0.0329102	0.940473	1.27215	1.67454
0.818539	0.144868	0.211918	0.868401
-0.910704	-0.0856169	2.99371	3.13324
0.0921906	-0.0592536	0.469925	0.730046
0.335492	0.0158169	0.0398608	0.36416
0.34874	0.997912	1.37711	1.7413
-0.684218	-1.01372	2.25851	2.62617
0.190418	-0.396881	1.82127	1.87857
-0.777292	-0.482986	0.507209	1.05496
