0 0 0
0.001 2.78388e-07 0
0.002 1.11357e-06 0
0.003 2.50556e-06 0
0.004 4.45444e-06 0
0.005 6.96028e-06 0
0.006 1.00232e-05 0
0.007 1.36433e-05 0
0.008 1.78207e-05 0
0.009 2.25556e-05 0
0.01 2.78482e-05 0
0.011 3.36987e-05 0
0.012 4.01074e-05 0
0.013 4.70745e-05 0
0.014 5.46003e-05 0
0.015 6.26851e-05 0
0.016 7.13293e-05 0
0.017 8.05331e-05 0
0.018 9.0297e-05 0
0.019 0.000100621 0
0.02 0.000111507 0
0.021 0.000122953 0
0.022 0.000134962 0
0.023 0.000147532 0
0.024 0.000160666 0
0.025 0.000174363 0
0.026 0.000188624 0
0.027 0.000203449 0
0.028 0.000218839 0
0.029 0.000234795 0
0.03 0.000251318 0
0.031 0.000268408 0
0.032 0.000286065 0
0.033 0.000304291 0
0.034 0.000323086 0
0.035 0.000342452 0
0.036 0.000362388 0
0.037 0.000382896 0
0.038 0.000403976 0
0.039 0.00042563 0
0.04 0.000447858 0
0.041 0.000470662 0
0.042 0.000494041 0
0.043 0.000517998 0
0.044 0.000542533 0
0.045 0.000567647 0
0.046 0.000593342 0
0.047 0.000619617 0
0.048 0.000646476 0
0.049 0.000673917 0
0.05 0.000701944 0
0.051 0.000730556 0
0.052 0.000759756 0
0.053 0.000789544 0
0.054 0.000819922 0
0.055 0.00085089 0
0.056 0.000882451 0
0.057 0.000914605 0
0.058 0.000947354 0
0.059 0.0009807 0
0.06 0.00101464 0
0.061 0.00104919 0
0.062 0.00108433 0
0.063 0.00112008 0
0.064 0.00115642 0
0.065 0.00119338 0
0.066 0.00123094 0
0.067 0.00126911 0
0.068 0.00130789 0
0.069 0.00134728 0
0.07 0.00138729 0
0.071 0.00142791 0
0.072 0.00146915 0
0.073 0.00151101 0
0.074 0.00155349 0
0.075 0.00159659 0
0.076 0.00164031 0
0.077 0.00168467 0
0.078 0.00172965 0
0.079 0.00177526 0
0.08 0.0018215 0
0.081 0.00186838 0
0.082 0.0019159 0
0.083 0.00196405 0
0.084 0.00201285 0
0.085 0.00206229 0
0.086 0.00211237 0
0.087 0.0021631 0
0.088 0.00221448 0
0.089 0.00226652 0
0.09 0.00231921 0
0.091 0.00237255 0
0.092 0.00242656 0
0.093 0.00248123 0
0.094 0.00253656 0
0.095 0.00259256 0
0.096 0.00264923 0
