0 1 0
0.001 1 0
0.002 1.00001 0
0.003 1.00002 0
0.004 1.00004 0
0.005 1.00006 0
0.006 1.00009 0
0.007 1.00012 0
0.008 1.00015 0
0.009 1.0002 0
0.01 1.00024 0
0.011 1.00029 0
0.012 1.00035 0
0.013 1.00041 0
0.014 1.00047 0
0.015 1.00054 0
0.016 1.00062 0
0.017 1.0007 0
0.018 1.00078 0
0.019 1.00087 0
0.02 1.00097 0
0.021 1.00107 0
0.022 1.00117 0
0.023 1.00128 0
0.024 1.00139 0
0.025 1.00151 0
0.026 1.00164 0
0.027 1.00177 0
0.028 1.0019 0
0.029 1.00204 0
0.03 1.00218 0
0.031 1.00233 0
0.032 1.00248 0
0.033 1.00264 0
0.034 1.00281 0
0.035 1.00297 0
0.036 1.00315 0
0.037 1.00333 0
0.038 1.00351 0
0.039 1.0037 0
0.04 1.00389 0
0.041 1.00409 0
0.042 1.00429 0
0.043 1.0045 0
0.044 1.00472 0
0.045 1.00493 0
0.046 1.00516 0
0.047 1.00539 0
0.048 1.00562 0
0.049 1.00586 0
0.05 1.00611 0
0.051 1.00635 0
0.052 1.00661 0
0.053 1.00687 0
0.054 1.00713 0
0.055 1.00741 0
0.056 1.00768 0
0.057 1.00796 0
0.058 1.00825 0
0.059 1.00854 0
0.06 1.00884 0
0.061 1.00914 0
0.062 1.00945 0
0.063 1.00976 0
0.064 1.01008 0
0.065 1.0104 0
0.066 1.01073 0
0.067 1.01106 0
0.068 1.0114 0
0.069 1.01175 0
0.07 1.0121 0
0.071 1.01246 0
0.072 1.01282 0
0.073 1.01318 0
0.074 1.01356 0
0.075 1.01394 0
0.076 1.01432 0
0.077 1.01471 0
0.078 1.01511 0
0.079 1.01551 0
0.08 1.01591 0
0.081 1.01633 0
0.082 1.01675 0
0.083 1.01717 0
0.084 1.0176 0
0.085 1.01804 0
0.086 1.01848 0
0.087 1.01893 0
0.088 1.01938 0
0.089 1.01984 0
0.09 1.0203 0
0.091 1.02078 0
0.092 1.02125 0
0.093 1.02174 0
0.094 1.02223 0
0.095 1.02272 0
0.096 1.02323 0
0.097 1.02373 0
0.098 1.02425 0
0.099 1.02477 0
0.1 1.0253 0
0.101 1.02583 0
0.102 1.02637 0
0.103 1.02692 0
0.104 1.02747 0
0.105 1.02803 0
0.106 1.0286 0
0.107 1.02917 0
0.108 1.02975 0
0.109 1.03033 0
0.11 1.03093 0
0.111 1.03153 0
0.112 1.03213 0
0.113 1.03275 0
0.114 1.03337 0
0.115 1.03399 0
0.116 1.03463 0
0.117 1.03527 0
0.118 1.03592 0
0.119 1.03657 0
0.12 1.03723 0
0.121 1.0379 0
0.122 1.03858 0
0.123 1.03926 0
0.124 1.03995 0
0.125 1.04065 0
0.126 1.04136 0
0.127 1.04207 0
0.128 1.04279 0
0.129 1.04352 0
0.13 1.04426 0
0.131 1.045 0
0.132 1.04576 0
0.133 1.04652 0
0.134 1.04728 0
0.135 1.04806 0
0.136 1.04884 0
0.137 1.04964 0
0.138 1.05044 0
0.139 1.05125 0
0.14 1.05206 0
0.141 1.05289 0
0.142 1.05372 0
0.143 1.05457 0
0.144 1.05542 0
0.145 1.05628 0
0.146 1.05715 0
0.147 1.05802 0
0.148 1.05891 0
0.149 1.05981 0
0.15 1.06071 0
0.151 1.06162 0
0.152 1.06255 0
0.153 1.06348 0
0.154 1.06442 0
0.155 1.06537 0
0.156 1.06634 0
0.157 1.06731 0
0.158 1.06829 0
0.159 1.06928 0
0.16 1.07028 0
0.161 1.07129 0
0.162 1.07231 0
0.163 1.07335 0
0.164 1.07439 0
0.165 1.07544 0
0.166 1.0765 0
0.167 1.07758 0
0.168 1.07866 0
0.169 1.07976 0
0.17 1.08087 0
0.171 1.08199 0
0.172 1.08312 0
0.173 1.08426 0
0.174 1.08542 0
0.175 1.08658 0
0.176 1.08776 0
0.177 1.08895 0
0.178 1.09015 0
0.179 1.09137 0
0.18 1.0926 0
0.181 1.09384 0
0.182 1.09509 0
0.183 1.09636 0
0.184 1.09764 0
0.185 1.09893 0
0.186 1.10024 0
0.187 1.10156 0
0.188 1.10289 0
0.189 1.10424 0
0.19 1.10561 0
0.191 1.10698 0
0.192 1.10838 0
0.193 1.10979 0
0.194 1.11121 0
0.195 1.11265 0
0.196 1.11411 0
0.197 1.11558 0
0.198 1.11706 0
0.199 1.11857 0
0.2 1.12009 0
0.201 1.12163 0
0.202 1.12318 0
0.203 1.12476 0
0.204 1.12635 0
0.205 1.12796 0
0.206 1.12958 0
0.207 1.13123 0
0.208 1.1329 0
0.209 1.13458 0
0.21 1.13629 0
0.211 1.13802 0
0.212 1.13976 0
0.213 1.14153 0
0.214 1.14332 0
0.215 1.14513 0
0.216 1.14696 0
0.217 1.14882 0
0.218 1.1507 0
0.219 1.1526 0
0.22 1.15453 0
0.221 1.15649 0
0.222 1.15846 0
0.223 1.16047 0
0.224 1.1625 0
0.225 1.16456 0
0.226 1.16665 0
0.227 1.16876 0
0.228 1.1709 0
0.229 1.17308 0
0.23 1.17528 0
0.231 1.17752 0
0.232 1.17979 0
0.233 1.18209 0
0.234 1.18443 0
0.235 1.1868 0
0.236 1.18921 0
0.237 1.19165 0
0.238 1.19414 0
0.239 1.19666 0
0.24 1.19923 0
0.241 1.20183 0
0.242 1.20448 0
0.243 1.20718 0
0.244 1.20992 0
0.245 1.21272 0
0.246 1.21556 0
0.247 1.21845 0
0.248 1.2214 0
0.249 1.22441 0
0.25 1.22748 0
0.251 1.23061 0
0.252 1.2338 0
0.253 1.23706 0
0.254 1.2404 0
0.255 1.24381 0
0.256 1.2473 0
0.257 1.25087 0
0.258 1.25453 0
0.259 1.25829 0
0.26 1.26215 0
0.261 1.26612 0
0.262 1.2702 0
0.263 1.27441 0
0.264 1.27875 0
0.265 1.28324 0
0.266 1.2879 0
0.267 1.29273 0
0.268 1.29777 0
0.269 1.30302 0
0.27 1.30854 0
0.271 1.31435 0
0.272 1.32051 0
0.273 1.32708 0
0.274 1.33418 0
0.275 1.34195 0
0.276 1.35065 0
0.277 1.36077 0
0.278 1.37351 0
0.279 1.39382 0
0.279278 1.40556 0.00985131
0.279547 1.40599 0.0178239
0.279815 1.40589 0.0229096
0.279971 1.40639 0.0254668
0.28024 1.40688 0.0293497
0.280509 1.40736 0.0328062
0.280665 1.40767 0.0346719
0.280933 1.40818 0.0376811
0.281202 1.40868 0.0404891
0.281358 1.40898 0.0420471
0.281627 1.4095 0.0446133
0.281895 1.41 0.047059
0.282051 1.4103 0.0484343
